,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
6373,Manchester Square,34.563475158387824,-118.0504534517424,Armani's Mediterranean Bakery & Food,34.571318931360615,-118.04542706515852,Mediterranean Restaurant
6374,Manhattan Beach,33.887200000000064,-118.41085999999996,Fishing with Dynamite,33.88523989481263,-118.41096186510198,Seafood Restaurant
6375,Manhattan Beach,33.887200000000064,-118.41085999999996,The Izaka-ya by Katsuya,33.885321945238175,-118.4098848269893,Sushi Restaurant
6376,Manhattan Beach,33.887200000000064,-118.41085999999996,Manhattan Beach Post,33.88521372619839,-118.41085973733558,New American Restaurant
6377,Manhattan Beach,33.887200000000064,-118.41085999999996,Nick's Manhattan Beach,33.88614663687773,-118.40867761011664,American Restaurant
6378,Manhattan Beach,33.887200000000064,-118.41085999999996,Simmzy's,33.88513315888813,-118.40994159467836,Gastropub
6379,Manhattan Beach,33.887200000000064,-118.41085999999996,Uncle Bill's Pancake House,33.886431026617174,-118.41055280223935,Breakfast Spot
6380,Manhattan Beach,33.887200000000064,-118.41085999999996,Love & Salt,33.88546826878674,-118.40922414843496,Italian Restaurant
6381,Manhattan Beach,33.887200000000064,-118.41085999999996,Manhattan Beach Creamery,33.88467578361449,-118.41057458713391,Ice Cream Shop
6382,Manhattan Beach,33.887200000000064,-118.41085999999996,Manhattan Beach Pier,33.88437532149071,-118.41148677395988,Pier
6383,Manhattan Beach,33.887200000000064,-118.41085999999996,Manhattan Beach,33.8872146765117,-118.4143352508545,Beach
6384,Manhattan Beach,33.887200000000064,-118.41085999999996,Darren's Restaurant & Bar,33.88513096925518,-118.4110486375826,American Restaurant
6385,Manhattan Beach,33.887200000000064,-118.41085999999996,Shade Hotel,33.8867436,-118.4088723,Hotel
6386,Manhattan Beach,33.887200000000064,-118.41085999999996,The Kettle Restaurant,33.885274956355424,-118.40975516745765,American Restaurant
6387,Manhattan Beach,33.887200000000064,-118.41085999999996,The Strand House,33.88462693595707,-118.41128936819474,American Restaurant
6388,Manhattan Beach,33.887200000000064,-118.41085999999996,Sunlife Organics,33.88598889455525,-118.40840666806977,Juice Bar
6389,Manhattan Beach,33.887200000000064,-118.41085999999996,The Coffee Bean & Tea Leaf,33.8854324974566,-118.40916850682231,Coffee Shop
6390,Manhattan Beach,33.887200000000064,-118.41085999999996,Lemonade,33.885874991902845,-118.40809950799559,Restaurant
6391,Manhattan Beach,33.887200000000064,-118.41085999999996,Manhattan Beach Farmer's Market,33.886809995162245,-118.4091247366981,Farmers Market
6392,Manhattan Beach,33.887200000000064,-118.41085999999996,Gelato Lounge,33.8851269781898,-118.40942550835743,Ice Cream Shop
6393,Manhattan Beach,33.887200000000064,-118.41085999999996,Fusion Sushi,33.88579267132962,-118.40885456414577,Sushi Restaurant
6394,Manhattan Beach,33.887200000000064,-118.41085999999996,Rock'N Fish,33.884497591020136,-118.41123673044882,Seafood Restaurant
6395,Manhattan Beach,33.887200000000064,-118.41085999999996,Wahoo's Fish Taco,33.88502875290149,-118.41092890937401,Taco Place
6396,Manhattan Beach,33.887200000000064,-118.41085999999996,Brewco Manhattan Beach,33.88452454331209,-118.41111522601257,Beer Bar
6397,Manhattan Beach,33.887200000000064,-118.41085999999996,Trilogy Spa,33.88599950777933,-118.40817280355404,Spa
6398,Manhattan Beach,33.887200000000064,-118.41085999999996,Gelato and Angels,33.88515259100425,-118.40942398804647,Dessert Shop
6399,Manhattan Beach,33.887200000000064,-118.41085999999996,Paradise Bowls,33.883223975773724,-118.40999406336019,Juice Bar
6400,Manhattan Beach,33.887200000000064,-118.41085999999996,The Rockefeller,33.885919,-118.410276,Gastropub
6401,Manhattan Beach,33.887200000000064,-118.41085999999996,The Arthur J,33.88303751160099,-118.40994122116439,Steakhouse
6402,Manhattan Beach,33.887200000000064,-118.41085999999996,Noah's Bagels,33.88516617973088,-118.40877637267113,Bagel Shop
6403,Manhattan Beach,33.887200000000064,-118.41085999999996,Yoga Loft,33.88400817298669,-118.41092365473475,Yoga Studio
6404,Manhattan Beach,33.887200000000064,-118.41085999999996,Look! Optometry,33.8862538,-118.4083703,Optical Shop
6405,Manhattan Beach,33.887200000000064,-118.41085999999996,Little Sister,33.885054186186764,-118.41096128657249,Asian Restaurant
6406,Manhattan Beach,33.887200000000064,-118.41085999999996,homie,33.8855543,-118.4098134,Café
6407,Manhattan Beach,33.887200000000064,-118.41085999999996,Hennessey's Tavern,33.88530669317575,-118.40936491744286,Pub
6408,Manhattan Beach,33.887200000000064,-118.41085999999996,Pitfire Artisan Pizza,33.88563292617935,-118.40870620291348,Pizza Place
6409,Manhattan Beach,33.887200000000064,-118.41085999999996,Le Pain Quotidien,33.88640401979672,-118.40859036441805,Bakery
6410,Manhattan Beach,33.887200000000064,-118.41085999999996,Manhattan Meats,33.88416820213003,-118.41064399944204,Deli / Bodega
6411,Manhattan Beach,33.887200000000064,-118.41085999999996,Old Venice,33.883526520144784,-118.41023958040756,Greek Restaurant
6412,Manhattan Beach,33.887200000000064,-118.41085999999996,Petros,33.886156117860835,-118.40847804863873,Greek Restaurant
6413,Manhattan Beach,33.887200000000064,-118.41085999999996,Kreation Juicery,33.88665289306804,-118.41050017364715,Juice Bar
6414,Manhattan Beach,33.887200000000064,-118.41085999999996,RICE,33.8828566755003,-118.40937995297884,Vegetarian / Vegan Restaurant
6415,Manhattan Beach,33.887200000000064,-118.41085999999996,Pressed Juicery,33.8850622992736,-118.40929380178738,Juice Bar
6416,Manhattan Beach,33.887200000000064,-118.41085999999996,Shellback Tavern,33.884345093624496,-118.41137556257482,Dive Bar
6417,Manhattan Beach,33.887200000000064,-118.41085999999996,Jamba Juice,33.885289,-118.408794,Juice Bar
6418,Manhattan Beach,33.887200000000064,-118.41085999999996,Pages,33.88310833628652,-118.40975195706397,College Bookstore
6419,Manhattan Beach,33.887200000000064,-118.41085999999996,Mangiamo Ristorante & Bar,33.884424,-118.410957,Italian Restaurant
6420,Manhattan Beach,33.887200000000064,-118.41085999999996,Fonz's Steak & Seafood,33.8838722,-118.4104442,Steakhouse
6421,Manhattan Beach,33.887200000000064,-118.41085999999996,Manhattan Beach - 26th St. Tower,33.893591236520884,-118.41646144325009,Beach
6422,Manhattan Beach,33.887200000000064,-118.41085999999996,Bruce's Beach Park,33.89420195970291,-118.41558860487677,Park
6423,Manhattan Beach,33.887200000000064,-118.41085999999996,Roundhouse Marine Lab & Aquarium,33.883372040575466,-118.41463350341328,Zoo
6424,Manhattan Beach,33.887200000000064,-118.41085999999996,900 Club,33.88293191348179,-118.40959152682218,Bar
6425,Manhattan Beach,33.887200000000064,-118.41085999999996,The Well Fitness,33.882754,-118.409677,Yoga Studio
6426,Manhattan Beach,33.887200000000064,-118.41085999999996,Beach House Yoga,33.88268193915987,-118.4097140260341,Yoga Studio
6427,Manhattan Beach,33.887200000000064,-118.41085999999996,8th St. Lifeguard Tower,33.88250702113926,-118.4094097039015,Beach
6428,Manhattan Beach,33.887200000000064,-118.41085999999996,"8th Street, Manhattan Beach",33.8818678453505,-118.41025449355313,Beach
6429,Manhattan Beach,33.887200000000064,-118.41085999999996,Pacific Ocean at Manhattan Beach,33.892881819404735,-118.4121884851334,Beach
6430,Manhattan Beach,33.887200000000064,-118.41085999999996,All About Me! Studio,33.887076,-118.402924,Massage Studio
6431,Manhattan Beach,33.887200000000064,-118.41085999999996,Electrolysis & Skin Care Clinic,33.88701629638672,-118.40283203125,Health & Beauty Service
6432,Manhattan Beach,33.887200000000064,-118.41085999999996,Marine Street Volleyball Courts,33.89217586107213,-118.41657553943251,Volleyball Court
6433,Manhattan Beach,33.887200000000064,-118.41085999999996,6th St. Beach,33.880325750386895,-118.41007193272057,Beach
6434,Manhattan Beach,33.887200000000064,-118.41085999999996,Lifeguard tower,33.879367281752145,-118.40803522492031,Surf Spot
6435,Manhattan Beach,33.887200000000064,-118.41085999999996,Two Guns Espresso,33.887656,-118.401009,Coffee Shop
6436,Manhattan Beach,33.887200000000064,-118.41085999999996,4th St. Beach,33.87925208967582,-118.40844599151512,Beach
6437,Manhattan Beach,33.887200000000064,-118.41085999999996,4th Place Stairs,33.8815803527832,-118.40364837646484,Trail
6438,Manhattan Beach,33.887200000000064,-118.41085999999996,The Beach,33.89467361342931,-118.41541175471627,Beach
6439,Manhattan Beach,33.887200000000064,-118.41085999999996,4th Street Volleyball,33.87885770268553,-118.40890239765966,Volleyball Court
6440,Manhattan Beach,33.887200000000064,-118.41085999999996,Triton Beach Volleyball Meetup,33.87847806634921,-118.40897085847391,Volleyball Court
6441,Mar Vista,34.004680000000064,-118.42912999999999,Mar Vista Farmers Market,34.00431300209426,-118.43072856616463,Farmers Market
6442,Mar Vista,34.004680000000064,-118.42912999999999,accomplice bar,34.004462926650135,-118.43104904624016,Bar
6443,Mar Vista,34.004680000000064,-118.42912999999999,Atmosphere Cafe,34.00553146103727,-118.42977211532707,Café
6444,Mar Vista,34.004680000000064,-118.42912999999999,Grand View Market,34.00458544037726,-118.4314006569636,Gourmet Shop
6445,Mar Vista,34.004680000000064,-118.42912999999999,Mitsuwa Marketplace,34.004869199118104,-118.43358483904618,Grocery Store
6446,Mar Vista,34.004680000000064,-118.42912999999999,The Dog Bakery,34.005244062100765,-118.43022911762122,Pet Store
6447,Mar Vista,34.004680000000064,-118.42912999999999,Rasselbock Kitchen & Beer Garden,34.0041,-118.430786,German Restaurant
6448,Mar Vista,34.004680000000064,-118.42912999999999,Hannosuke,34.00486563421636,-118.43360367585188,Japanese Restaurant
6449,Mar Vista,34.004680000000064,-118.42912999999999,Santouka,34.004943355454834,-118.43350787309546,Japanese Restaurant
6450,Mar Vista,34.004680000000064,-118.42912999999999,Little Fatty,34.004483248917595,-118.43111221578918,Taiwanese Restaurant
6451,Mar Vista,34.004680000000064,-118.42912999999999,The Mar Vista,34.00448933190022,-118.43210850586061,Seafood Restaurant
6452,Mar Vista,34.004680000000064,-118.42912999999999,Alana's Coffee Roasters,34.003252332550254,-118.43494832787897,Coffee Shop
6453,Mar Vista,34.004680000000064,-118.42912999999999,Taco Stand On Centinela And Venice,34.00463708106689,-118.43416717919918,Taco Place
6454,Mar Vista,34.004680000000064,-118.42912999999999,Misasa,34.00491463562897,-118.43353746776525,Japanese Restaurant
6455,Mar Vista,34.004680000000064,-118.42912999999999,Coffee Connection,34.00303888009982,-118.43293922923206,Coffee Shop
6456,Mar Vista,34.004680000000064,-118.42912999999999,DreamWorld Comics,33.998970107481576,-118.43041777610779,Comic Shop
6457,Mar Vista,34.004680000000064,-118.42912999999999,Sunny Grill,34.005720688579025,-118.43012547931265,American Restaurant
6458,Mar Vista,34.004680000000064,-118.42912999999999,Rutts Hawaiian Cafe - Hawaiian Catering,34.0044486,-118.4216009,Hawaiian Restaurant
6459,Mar Vista,34.004680000000064,-118.42912999999999,Sanuki Sandou,34.00487292497546,-118.43359485387454,Noodle House
6460,Mar Vista,34.004680000000064,-118.42912999999999,Hamada Ya,34.004899599646194,-118.43356340677984,Bakery
6461,Mar Vista,34.004680000000064,-118.42912999999999,Robinson Beautilities,34.00383634941448,-118.4329338655903,Accessories Store
6462,Mar Vista,34.004680000000064,-118.42912999999999,Cherry On Top Culver City,33.999306225366134,-118.42999894181976,Frozen Yogurt Shop
6463,Mar Vista,34.004680000000064,-118.42912999999999,El Sazón Oaxaqueño,34.001034000000004,-118.427797,Mexican Restaurant
6464,Mar Vista,34.004680000000064,-118.42912999999999,Menotti's Coffee Stop,33.9967308,-118.4290229,Café
6465,Mar Vista,34.004680000000064,-118.42912999999999,Rutt's Express,34.004429232285695,-118.4216481437484,Sandwich Place
6466,Mar Vista,34.004680000000064,-118.42912999999999,Hatchet Hall,33.99696097391234,-118.43150679049957,New American Restaurant
6467,Mar Vista,34.004680000000064,-118.42912999999999,Ginger's Divine Ice Cream,33.99669276527958,-118.43123245882984,Ice Cream Shop
6468,Mar Vista,34.004680000000064,-118.42912999999999,Old Man Bar,33.99698132818259,-118.43173023666598,Whisky Bar
6469,Mar Vista,34.004680000000064,-118.42912999999999,Sunny Blue,33.99660841571649,-118.43252813717962,Japanese Restaurant
6470,Mar Vista,34.004680000000064,-118.42912999999999,Centinela Feed & Pet Supply,34.00239717358625,-118.43203147509084,Pet Store
6471,Mar Vista,34.004680000000064,-118.42912999999999,Alibi Room,33.997066,-118.426901,Bar
6472,Mar Vista,34.004680000000064,-118.42912999999999,Little Caesars Pizza,33.9985894753524,-118.42878118650815,Pizza Place
6473,Mar Vista,34.004680000000064,-118.42912999999999,310 Coffee,34.004623193905445,-118.42125534665824,Coffee Shop
6474,Mar Vista,34.004680000000064,-118.42912999999999,Paco's Tacos,33.99618276207649,-118.4277191384252,Mexican Restaurant
6475,Mar Vista,34.004680000000064,-118.42912999999999,Shojin,33.99695923018389,-118.42858320450063,Vegetarian / Vegan Restaurant
6476,Mar Vista,34.004680000000064,-118.42912999999999,Chase Bank,34.004095,-118.433524,Bank
6477,Mar Vista,34.004680000000064,-118.42912999999999,Humble Potato,33.996444484918314,-118.4324418728371,Burger Joint
6478,Mar Vista,34.004680000000064,-118.42912999999999,Timewarp Records,34.004583467450665,-118.43132061006438,Music Store
6479,Mar Vista,34.004680000000064,-118.42912999999999,The Corner Door,33.99698402144687,-118.43063620086276,American Restaurant
6480,Mar Vista,34.004680000000064,-118.42912999999999,Cantalini's Express,34.004079,-118.421407,Italian Restaurant
6481,Mar Vista,34.004680000000064,-118.42912999999999,The Mani Pedi Parlor,33.99699706033695,-118.43296616708335,Nail Salon
6482,Mar Vista,34.004680000000064,-118.42912999999999,Gravlax,33.99692792511843,-118.42847146535907,Scandinavian Restaurant
6483,Mar Vista,34.004680000000064,-118.42912999999999,Studio Elevate LA,33.99685465394075,-118.42955071753106,Gym / Fitness Center
6484,Mar Vista,34.004680000000064,-118.42912999999999,El Jacalito,33.996678007515634,-118.43286320282827,Mexican Restaurant
6485,Mar Vista,34.004680000000064,-118.42912999999999,Hotcakes Bakes,33.996461,-118.4282377,Bakery
6486,Mar Vista,34.004680000000064,-118.42912999999999,ChocoVivo,33.99698023026325,-118.43041380690673,Café
6487,Mar Vista,34.004680000000064,-118.42912999999999,FIN The Restaurant,33.997425252833104,-118.42632668403601,Japanese Restaurant
6488,Mar Vista,34.004680000000064,-118.42912999999999,Tangaroa Fish Market and Raw Bar,33.9965127,-118.4323678,Seafood Restaurant
6489,Mar Vista,34.004680000000064,-118.42912999999999,The UPS Store,34.00387419230964,-118.43419126708795,Shipping Store
6490,Mar Vista,34.004680000000064,-118.42912999999999,Wingstop,33.998582,-118.428746,Wings Joint
6491,Mar Vista,34.004680000000064,-118.42912999999999,Alley,33.99751470840707,-118.42633429682415,Speakeasy
6492,Mar Vista,34.004680000000064,-118.42912999999999,Rite Aid,33.9984549,-118.4284296,Pharmacy
6493,Mar Vista,34.004680000000064,-118.42912999999999,Surfing Cowboys,34.002939000000005,-118.43571000000001,Furniture / Home Store
6494,Mar Vista,34.004680000000064,-118.42912999999999,"Laurent's ""Le"" Coffee Shop",33.996977,-118.430093,Café
6495,Mar Vista,34.004680000000064,-118.42912999999999,Campos Tacos,34.00861303163523,-118.42455014400895,Taco Place
6496,Mar Vista,34.004680000000064,-118.42912999999999,Pizza Hut,34.00273895263672,-118.43448638916016,Pizza Place
6497,Mar Vista,34.004680000000064,-118.42912999999999,Starbucks,34.00329075986468,-118.43371217756349,Coffee Shop
6498,Mar Vista,34.004680000000064,-118.42912999999999,Outdoor Grill,33.997088204731206,-118.43453959234193,BBQ Joint
6499,Mar Vista,34.004680000000064,-118.42912999999999,Siam Chan,34.00254821914509,-118.4347987762099,Thai Restaurant
6500,Mar Vista,34.004680000000064,-118.42912999999999,National Council of Jewish Women Los Angeles Thrift Shop (NCJW/LA),34.00494829260352,-118.43044144827802,Thrift / Vintage Store
6501,Mar Vista,34.004680000000064,-118.42912999999999,Yum Yum Donuts,34.0050715710632,-118.43165839506577,Donut Shop
6502,Mar Vista,34.004680000000064,-118.42912999999999,Taco Bell,34.00624811907566,-118.42949733438886,Fast Food Restaurant
6503,Mar Vista,34.004680000000064,-118.42912999999999,The Detour,33.99697425253145,-118.43049282423179,American Restaurant
6504,Mar Vista,34.004680000000064,-118.42912999999999,Jack in the Box,33.99958,-118.4307851,Fast Food Restaurant
6505,Mar Vista,34.004680000000064,-118.42912999999999,7-Eleven,34.0039632319431,-118.434097766876,Convenience Store
6506,Mar Vista,34.004680000000064,-118.42912999999999,A La Carte Thai Bistro,33.996961238203056,-118.42858493184515,Thai Restaurant
6507,Mar Vista,34.004680000000064,-118.42912999999999,CVS Pharmacy,34.00435200623269,-118.4334109106647,Pharmacy
6508,Mar Vista,34.004680000000064,-118.42912999999999,Canela Cocina Latina,34.003769,-118.433017,Mexican Restaurant
6509,Mar Vista,34.004680000000064,-118.42912999999999,Uprise MMA,34.006207,-118.42961899999999,Martial Arts Dojo
6510,Mar Vista,34.004680000000064,-118.42912999999999,VONS,33.9991537,-118.4289707,Grocery Store
6511,Mar Vista,34.004680000000064,-118.42912999999999,Pan Dulce Bakery,34.000987,-118.427763,Bakery
6512,Mar Vista,34.004680000000064,-118.42912999999999,westside's finest collective,34.001952,-118.42583300000001,Pharmacy
6513,Mar Vista,34.004680000000064,-118.42912999999999,SUBWAY,34.002883041894265,-118.43485820549856,Sandwich Place
6514,Mar Vista,34.004680000000064,-118.42912999999999,Super 8,33.99662388864178,-118.43380395491455,Motel
6515,Mar Vista,34.004680000000064,-118.42912999999999,Washington And Washington Nexus Of The Universe,33.998459683665935,-118.43201745305164,Bus Station
6516,Mar Vista,34.004680000000064,-118.42912999999999,Under the Sea,33.99736588753765,-118.42597357273543,Playground
6517,Mar Vista,34.004680000000064,-118.42912999999999,Culver CityBus Line 1,33.996930473253755,-118.42807810388514,Bus Line
6518,Mar Vista,34.004680000000064,-118.42912999999999,Renew Juicery,33.99661297502867,-118.42920541763306,Juice Bar
6519,Mar Vista,34.004680000000064,-118.42912999999999,Venice Blvd Mobile Taco Stand,34.01002717647752,-118.4217326055084,Taco Place
6520,Mar Vista,34.004680000000064,-118.42912999999999,By Your Side Dance Studio,33.997039,-118.433153,Dance Studio
6521,Mar Vista,34.004680000000064,-118.42912999999999,Salon Plush,33.99699668745752,-118.43328595209107,Cosmetics Shop
6522,Mar Vista,34.004680000000064,-118.42912999999999,New Flavors Hawaiian BBQ,33.99621961221109,-118.4279163109892,Asian Restaurant
6523,Mar Vista,34.004680000000064,-118.42912999999999,Mar Vista Park,34.00999565844087,-118.43781029365417,Park
6524,Mar Vista,34.004680000000064,-118.42912999999999,"Venice Blvd At Wade St, Los Angeles, Ca",33.99862300937913,-118.43710889759363,Intersection
6525,Marina del Rey,33.985280000000046,-118.45237999999995,"The Ritz-Carlton, Marina del Rey",33.98415466627352,-118.45022320747375,Resort
6526,Marina del Rey,33.985280000000046,-118.45237999999995,Scopa Italian Roots,33.98847020541515,-118.45154684161223,Italian Restaurant
6527,Marina del Rey,33.985280000000046,-118.45237999999995,Bikram Yoga Marina Del Rey,33.98840500015554,-118.45169254181202,Yoga Studio
6528,Marina del Rey,33.985280000000046,-118.45237999999995,THE KINNEY,33.98743492219652,-118.4538711008096,Hotel
6529,Marina del Rey,33.985280000000046,-118.45237999999995,South End,33.98815959705672,-118.45313103868601,Wine Bar
6530,Marina del Rey,33.985280000000046,-118.45237999999995,Old Lightning,33.988408,-118.451531,Speakeasy
6531,Marina del Rey,33.985280000000046,-118.45237999999995,C & O Cucina,33.9892377102089,-118.45034264806812,Italian Restaurant
6532,Marina del Rey,33.985280000000046,-118.45237999999995,Del Rey Yacht Club,33.98171064759339,-118.45021339544718,Boat or Ferry
6533,Marina del Rey,33.985280000000046,-118.45237999999995,Marina Del Rey Liquormart,33.9877059035745,-118.45341253063151,Liquor Store
6534,Marina del Rey,33.985280000000046,-118.45237999999995,Marina Del Rey Park,33.983969777407,-118.44692235340874,Park
6535,Marina del Rey,33.985280000000046,-118.45237999999995,Jamaica Bay Inn,33.9826871023873,-118.45770897894116,Hotel
6536,Marina del Rey,33.985280000000046,-118.45237999999995,Mother's Beach,33.98153484000709,-118.45808425425295,Beach
6537,Marina del Rey,33.985280000000046,-118.45237999999995,Eddie's Italian Kitchen,33.99049752712401,-118.44724068159735,Italian Restaurant
6538,Marina del Rey,33.985280000000046,-118.45237999999995,Marina del Rey Beach,33.97989057863521,-118.45821619033813,Beach
6539,Marina del Rey,33.985280000000046,-118.45237999999995,Bartels' Harley-Davidson,33.987358,-118.4453795,Motorcycle Shop
6540,Marina del Rey,33.985280000000046,-118.45237999999995,Firestone Walker Brewing Company - The Propagator,33.98985544452092,-118.44868050586342,Bar
6541,Marina del Rey,33.985280000000046,-118.45237999999995,venice ramen,33.983144899274095,-118.46081705925708,Restaurant
6542,Marina del Rey,33.985280000000046,-118.45237999999995,Rubio's Coastal Grill,33.986195,-118.443272,Seafood Restaurant
6543,Marina del Rey,33.985280000000046,-118.45237999999995,BevMo!,33.9868213,-118.4436677,Liquor Store
6544,Marina del Rey,33.985280000000046,-118.45237999999995,Killer Cafe,33.98357067430492,-118.45643480379341,Breakfast Spot
6545,Marina del Rey,33.985280000000046,-118.45237999999995,Green Dot Collective,33.98691912534179,-118.44437145286206,Marijuana Dispensary
6546,Marina del Rey,33.985280000000046,-118.45237999999995,The Lincoln,33.99150194145397,-118.4484217213662,Cocktail Bar
6547,Marina del Rey,33.985280000000046,-118.45237999999995,Equinox Marina Del Rey,33.986202,-118.442817,Gym
6548,Marina del Rey,33.985280000000046,-118.45237999999995,In-N-Out Burger,33.99164517371804,-118.4461828837749,Fast Food Restaurant
6549,Marina del Rey,33.985280000000046,-118.45237999999995,Taqueria Chihuahua,33.98296742230472,-118.46101949547953,Mexican Restaurant
6550,Marina del Rey,33.985280000000046,-118.45237999999995,Sinners & Saints Bakery,33.99114929021529,-118.44861344162092,Bakery
6551,Marina del Rey,33.985280000000046,-118.45237999999995,Jersey Mike's Subs,33.990198,-118.44713,Sandwich Place
6552,Marina del Rey,33.985280000000046,-118.45237999999995,Firestone Walker Brewery Store,33.989734000000006,-118.4486,Beer Store
6553,Marina del Rey,33.985280000000046,-118.45237999999995,Tender Greens,33.98629547694807,-118.44236247546763,Salad Place
6554,Marina del Rey,33.985280000000046,-118.45237999999995,The Cheesecake Factory,33.979958455691055,-118.45863421146227,American Restaurant
6555,Marina del Rey,33.985280000000046,-118.45237999999995,Moto Azabu,33.98293183186184,-118.46107584090453,Sushi Restaurant
6556,Marina del Rey,33.985280000000046,-118.45237999999995,Beachside Restaurant and Bar,33.98245454895819,-118.45759703360052,American Restaurant
6557,Marina del Rey,33.985280000000046,-118.45237999999995,Chick-fil-A,33.98941,-118.446411,Fast Food Restaurant
6558,Marina del Rey,33.985280000000046,-118.45237999999995,Zinque,33.98901483621488,-118.46201564005305,French Restaurant
6559,Marina del Rey,33.985280000000046,-118.45237999999995,Hilton Garden Inn,33.9838203,-118.4576019,Hotel
6560,Marina del Rey,33.985280000000046,-118.45237999999995,Chart House Restaurant,33.978692182794155,-118.45333188772202,Seafood Restaurant
6561,Marina del Rey,33.985280000000046,-118.45237999999995,The UPS Store,33.983629137132844,-118.4588297901783,Shipping Store
6562,Marina del Rey,33.985280000000046,-118.45237999999995,Ruth's Chris Steak House,33.986637,-118.4420873,Steakhouse
6563,Marina del Rey,33.985280000000046,-118.45237999999995,Costco Food Court,33.99273023502508,-118.44648957252502,Food Court
6564,Marina del Rey,33.985280000000046,-118.45237999999995,The Warehouse Restaurant,33.98283887642033,-118.44449914019985,Seafood Restaurant
6565,Marina del Rey,33.985280000000046,-118.45237999999995,Salt,33.97967691490207,-118.44617642370518,Restaurant
6566,Marina del Rey,33.985280000000046,-118.45237999999995,Juice Crafters,33.98600913446129,-118.44323235424584,Juice Bar
6567,Marina del Rey,33.985280000000046,-118.45237999999995,Marina del Rey Hotel,33.979995798560644,-118.4459336796685,Hotel
6568,Marina del Rey,33.985280000000046,-118.45237999999995,Costco,33.99302902430036,-118.44687256101999,Warehouse Store
6569,Marina del Rey,33.985280000000046,-118.45237999999995,Ralphs,33.9846025,-118.4430806,Supermarket
6570,Marina del Rey,33.985280000000046,-118.45237999999995,Burger Lounge,33.985992351871765,-118.44265526848056,Burger Joint
6571,Marina del Rey,33.985280000000046,-118.45237999999995,Ulta Beauty,33.9865729,-118.4420731,Cosmetics Shop
6572,Marina del Rey,33.985280000000046,-118.45237999999995,A Man A Plan A Canal Panama,33.984923,-118.463104,Ethiopian Restaurant
6573,Mayflower Village,34.11504000000008,-118.00915999999995,Shrimp House - Arcadia,34.1108033,-118.0052556,Seafood Restaurant
6574,Mayflower Village,34.11504000000008,-118.00915999999995,Shady Brady's,34.110504254074,-118.00978084894943,Bar
6575,Mayflower Village,34.11504000000008,-118.00915999999995,G & K Burgers,34.110695127797634,-118.00581585265026,Burger Joint
6576,Mayflower Village,34.11504000000008,-118.00915999999995,7-Eleven,34.1108478,-118.0087944,Convenience Store
6577,Mayflower Village,34.11504000000008,-118.00915999999995,Cabreras mexican cuisine,34.10949,-118.017296,Mexican Restaurant
6578,Mayflower Village,34.11504000000008,-118.00915999999995,Cabrera's,34.10939726846901,-118.01716754208378,Mexican Restaurant
6579,Mayflower Village,34.11504000000008,-118.00915999999995,Longden Field,34.115074594100236,-118.00685773279227,Baseball Field
6580,Mayflower Village,34.11504000000008,-118.00915999999995,Ottos Liquor,34.110852,-118.008762,Liquor Store
6581,Mayflower Village,34.11504000000008,-118.00915999999995,El Taco Taco Truck,34.11029118333333,-118.00892121666666,Food
6582,Mayflower Village,34.11504000000008,-118.00915999999995,Little Joes Fresh Mex,34.11018,-118.012607,Mexican Restaurant
6583,Mayflower Village,34.11504000000008,-118.00915999999995,Little Joe's,34.11010393111089,-118.0125129885352,Mexican Restaurant
6584,Mayflower Village,34.11504000000008,-118.00915999999995,The Bit,34.110082057066926,-118.0126831254471,Dive Bar
6585,Mayflower Village,34.11504000000008,-118.00915999999995,Bicentennial Park,34.11399847840406,-118.01870216390823,Playground
6586,Mayflower Village,34.11504000000008,-118.00915999999995,Imomoko.com,34.11750411987305,-117.99917602539062,Cosmetics Shop
6587,Mayflower Village,34.11504000000008,-118.00915999999995,ELSA Electricians Arcadia,34.117184,-118.01958,Electronics Store
6588,Maywood,33.98757000000006,-118.18980999999997,King Taco Restaurant,33.98831933202189,-118.18563241809731,Mexican Restaurant
6589,Maywood,33.98757000000006,-118.18980999999997,BiG AL'S Pizzeria,33.983742,-118.18558600000001,Pizza Place
6590,Maywood,33.98757000000006,-118.18980999999997,Redwood Room,33.987211906431675,-118.18425269377458,Dive Bar
6591,Maywood,33.98757000000006,-118.18980999999997,Taco Boy,33.987263554744246,-118.184820332411,Mexican Restaurant
6592,Maywood,33.98757000000006,-118.18980999999997,Shakeys Pizza Parlor,33.98579025268555,-118.18609619140625,Pizza Place
6593,Maywood,33.98757000000006,-118.18980999999997,Starbucks,33.988393,-118.18498899999999,Coffee Shop
6594,Maywood,33.98757000000006,-118.18980999999997,Chris's Hamburgers,33.98788920722617,-118.1947332872949,Burger Joint
6595,Maywood,33.98757000000006,-118.18980999999997,99 Cents Only Stores,33.9818,-118.186587,Discount Store
6596,Maywood,33.98757000000006,-118.18980999999997,Redbox,33.9868278503418,-118.18704223632812,Video Store
6597,Maywood,33.98757000000006,-118.18980999999997,SUBWAY,33.98799621440026,-118.18604051473358,Sandwich Place
6598,Maywood,33.98757000000006,-118.18980999999997,U.S. Bank ATM,33.98733139038086,-118.18608093261719,ATM
6599,Maywood,33.98757000000006,-118.18980999999997,Dollar Tree,33.98115904947065,-118.18724260709531,Discount Store
6600,Maywood,33.98757000000006,-118.18980999999997,Rite Aid,33.986476,-118.187453,Pharmacy
